doc_1	1575918182698979328
doc_2	1575918151862304768
doc_3	1575918140839673873
doc_4	1575918135009738752
doc_5	1575918119251419136
doc_6	1575918105854984192
doc_7	1575918095008681986
doc_8	1575918088473788429
doc_9	1575918083075555329
doc_10	1575918057037303808
doc_11	1575918052595552256
doc_12	1575918038196666392
doc_13	1575918028717707265
doc_14	1575918018991099904
doc_15	1575918018235813888
doc_16	1575918012221333504
doc_17	1575918004642402304
doc_18	1575917983062380545
doc_19	1575917982726860802
doc_20	1575917943426535424
doc_21	1575917938502254602
doc_22	1575917915882373137
doc_23	1575917865743663125
doc_24	1575917833573179392
doc_25	1575917821560864782
doc_26	1575917776614871040
doc_27	1575917773376540672
doc_28	1575917720499109910
doc_29	1575917719416979466
doc_30	1575917717600681984
doc_31	1575917715378044928
doc_32	1575917699691167760
doc_33	1575917671937232898
doc_34	1575917642547834881
doc_35	1575917640962277376
doc_36	1575917617281658880
doc_37	1575917614194647045
doc_38	1575917551267332104
doc_39	1575917512922783744
doc_40	1575917502554513408
doc_41	1575917476382056449
doc_42	1575917468996239360
doc_43	1575917464793366551
doc_44	1575917454089338880
doc_45	1575917448045502464
doc_46	1575917411001200640
doc_47	1575917406773354497
doc_48	1575917402663006208
doc_49	1575917373395439616
doc_50	1575917368152203264
doc_51	1575917353992622080
doc_52	1575917350930419712
doc_53	1575917350263455744
doc_54	1575917319662219264
doc_55	1575917305137356800
doc_56	1575917302377332775
doc_57	1575917281514864660
doc_58	1575917276725153792
doc_59	1575917257749766144
doc_60	1575917226527686656
doc_61	1575917209859551232
doc_62	1575917192633368588
doc_63	1575917184655974402
doc_64	1575917180113207296
doc_65	1575917165831589890
doc_66	1575917156734320663
doc_67	1575917153777483776
doc_68	1575917149356691457
doc_69	1575917141760655367
doc_70	1575917141068742657
doc_71	1575917138803838976
doc_72	1575917134668234753
doc_73	1575917131564097536
doc_74	1575917111331151872
doc_75	1575917108092977207
doc_76	1575917099532578817
doc_77	1575917076534857729
doc_78	1575917031911608320
doc_79	1575917030532067328
doc_80	1575916990795247617
doc_81	1575916984713232384
doc_82	1575916977717141504
doc_83	1575916945857470464
doc_84	1575916940979482625
doc_85	1575916936373870592
doc_86	1575916926974316544
doc_87	1575916915301548032
doc_88	1575916909886840832
doc_89	1575916895768920079
doc_90	1575916894309138432
doc_91	1575916890488119296
doc_92	1575916885748908032
doc_93	1575916874025472000
doc_94	1575916866622525440
doc_95	1575916855276933121
doc_96	1575916847542996992
doc_97	1575916831164223488
doc_98	1575916821777031168
doc_99	1575916820900581376
doc_100	1575916807927795712
doc_101	1575916797659738112
doc_102	1575916792077484033
doc_103	1575916729896554498
doc_104	1575916720401027072
doc_105	1575916693842317314
doc_106	1575916679686918144
doc_107	1575916653401231360
doc_108	1575916649987059712
doc_109	1575916630659342336
doc_110	1575916603740487680
doc_111	1575916596693913600
doc_112	1575916593715912705
doc_113	1575916574602674213
doc_114	1575916558660124674
doc_115	1575916515743780864
doc_116	1575916510299635712
doc_117	1575916503299506176
doc_118	1575916494596325378
doc_119	1575916485331107867
doc_120	1575916483237990401
doc_121	1575916474790821889
doc_122	1575916465680793619
doc_123	1575916465533992961
doc_124	1575916465433501696
doc_125	1575916465055617024
doc_126	1575916457208459264
doc_127	1575916456130510849
doc_128	1575916453013995529
doc_129	1575916428980633622
doc_130	1575916406562078721
doc_131	1575916406117310464
doc_132	1575916400111386625
doc_133	1575916391063920640
doc_134	1575916389491056641
doc_135	1575916382113320960
doc_136	1575916365386391552
doc_137	1575916347938459649
doc_138	1575916345350160384
doc_139	1575916329659666432
doc_140	1575916317873696769
doc_141	1575916300798291968
doc_142	1575916279554134016
doc_143	1575916265285513216
doc_144	1575916261657264148
doc_145	1575916261233393664
doc_146	1575916255600689191
doc_147	1575916233295532032
doc_148	1575916229910470656
doc_149	1575916226076737536
doc_150	1575916207219220480
doc_151	1575916165767086098
doc_152	1575916165657788417
doc_153	1575916153406648320
doc_154	1575916150822645760
doc_155	1575916148520108053
doc_156	1575916145655398414
doc_157	1575916141658226697
doc_158	1575916124474003456
doc_159	1575916120674123797
doc_160	1575916117519781888
doc_161	1575916115167002627
doc_162	1575916103930327040
doc_163	1575916101006786560
doc_164	1575916077665910786
doc_165	1575916073223962652
doc_166	1575916052709445633
doc_167	1575916040189804544
doc_168	1575916036129538061
doc_169	1575916030941343745
doc_170	1575916028797669377
doc_171	1575916003288137738
doc_172	1575915983801552897
doc_173	1575915973923815433
doc_174	1575915969913839616
doc_175	1575915964817760257
doc_176	1575915958706790401
doc_177	1575915953187352577
doc_178	1575915950498811904
doc_179	1575915941875310592
doc_180	1575915939622801408
doc_181	1575915939505184768
doc_182	1575915930869465088
doc_183	1575915912259158017
doc_184	1575915910476353536
doc_185	1575915908064854034
doc_186	1575915888070606858
doc_187	1575915886111866885
doc_188	1575915884605935616
doc_189	1575915872723488770
doc_190	1575915864586870784
doc_191	1575915860459278336
doc_192	1575915819477139456
doc_193	1575915814347079681
doc_194	1575915796039188490
doc_195	1575915794755506176
doc_196	1575915772068913152
doc_197	1575915759351791616
doc_198	1575915753832087552
doc_199	1575915735720685568
doc_200	1575915650345844762
doc_201	1575915643198590977
doc_202	1575915629638565913
doc_203	1575915611322023936
doc_204	1575915595370897408
doc_205	1575915593148301312
doc_206	1575915590526681110
doc_207	1575915585505878016
doc_208	1575915567143583744
doc_209	1575915528878555141
doc_210	1575915475590328321
doc_211	1575915471177932801
doc_212	1575915446565449728
doc_213	1575915429746606080
doc_214	1575915412256014337
doc_215	1575915407843770386
doc_216	1575915398914248704
doc_217	1575915398507073536
doc_218	1575915388566532096
doc_219	1575915387052400640
doc_220	1575915355842936832
doc_221	1575915326495080448
doc_222	1575915273403609088
doc_223	1575915234912370688
doc_224	1575915234383962112
doc_225	1575915231636865026
doc_226	1575915209729794051
doc_227	1575915204478894081
doc_228	1575915203518427136
doc_229	1575915199256739841
doc_230	1575915194739740672
doc_231	1575915174556753921
doc_232	1575915159700516865
doc_233	1575915151777488896
doc_234	1575915148728057930
doc_235	1575915128524279809
doc_236	1575915123633373184
doc_237	1575915123147177984
doc_238	1575915121691410432
doc_239	1575915101659406336
doc_240	1575915076300816386
doc_241	1575915054809026560
doc_242	1575915043744628750
doc_243	1575915018969022464
doc_244	1575915018343788545
doc_245	1575915004590977024
doc_246	1575915002573205505
doc_247	1575914992922247193
doc_248	1575914965760114688
doc_249	1575914959091163136
doc_250	1575914955722743808
doc_251	1575914955374612480
doc_252	1575914954875715625
doc_253	1575914937880305664
doc_254	1575914929898782720
doc_255	1575914903806042112
doc_256	1575914901700153344
doc_257	1575914899251040256
doc_258	1575914896705093633
doc_259	1575914893018300416
doc_260	1575914881815134231
doc_261	1575914876975079425
doc_262	1575914846473928716
doc_263	1575914833383657472
doc_264	1575914809383583744
doc_265	1575914766366916623
doc_266	1575914765422972929
doc_267	1575914755054702592
doc_268	1575914737749016577
doc_269	1575914734381305856
doc_270	1575914731516309504
doc_271	1575914698478063616
doc_272	1575914695735009280
doc_273	1575914674520219648
doc_274	1575914670665629696
doc_275	1575914662537101312
doc_276	1575914660838400000
doc_277	1575914658267013120
doc_278	1575914655150526464
doc_279	1575914655016370176
doc_280	1575914652067713024
doc_281	1575914647424618497
doc_282	1575914639476412422
doc_283	1575914632400846858
doc_284	1575914628030558211
doc_285	1575914627866972160
doc_286	1575914594216054785
doc_287	1575914554466238464
doc_288	1575914525786017792
doc_289	1575914516088774658
doc_290	1575914500338991104
doc_291	1575914499546251264
doc_292	1575914467149303809
doc_293	1575914450179145729
doc_294	1575914443485380608
doc_295	1575914430017470464
doc_296	1575914424308617217
doc_297	1575914423402766336
doc_298	1575914413458042881
doc_299	1575914412958941184
doc_300	1575914389072388097
doc_301	1575914388426723328
doc_302	1575914387231195155
doc_303	1575914378854993920
doc_304	1575914373444313089
doc_305	1575914364288147457
doc_306	1575914345279766531
doc_307	1575914339479220226
doc_308	1575914323951730720
doc_309	1575914306054807552
doc_310	1575914296965730304
doc_311	1575914293672824834
doc_312	1575914281589411840
doc_313	1575914273687019520
doc_314	1575914266473140225
doc_315	1575914257241149440
doc_316	1575914227130585088
doc_317	1575914215671443456
doc_318	1575914207832576001
doc_319	1575914203293970432
doc_320	1575914199850565632
doc_321	1575914189071138818
doc_322	1575914182914064401
doc_323	1575914130526990336
doc_324	1575914124395311104
doc_325	1575914122599800832
doc_326	1575914117604335617
doc_327	1575914111195660300
doc_328	1575914107102167040
doc_329	1575914102211244034
doc_330	1575914097513615360
doc_331	1575914097471721472
doc_332	1575914072499195904
doc_333	1575914063934414849
doc_334	1575914056694874124
doc_335	1575914054803083264
doc_336	1575914035366989824
doc_337	1575914031554396160
doc_338	1575914022943150080
doc_339	1575913950578757632
doc_340	1575913950361038848
doc_341	1575913932555923456
doc_342	1575913923215171584
doc_343	1575913920706928641
doc_344	1575913906840780820
doc_345	1575913904143626240
doc_346	1575913886192398338
doc_347	1575913871424225282
doc_348	1575913847969533952
doc_349	1575913837823680512
doc_350	1575913834535038976
doc_351	1575913804562669568
doc_352	1575913801630859276
doc_353	1575913771083567104
doc_354	1575913755321413632
doc_355	1575913751248707584
doc_356	1575913750921895936
doc_357	1575913746408837120
doc_358	1575913743586037760
doc_359	1575913729027633152
doc_360	1575913726233825280
doc_361	1575913716637655040
doc_362	1575913711159545856
doc_363	1575913706688421888
doc_364	1575913702057857024
doc_365	1575913693207937024
doc_366	1575913683997593600
doc_367	1575913680654716929
doc_368	1575913668855971862
doc_369	1575913665383272449
doc_370	1575913635393961985
doc_371	1575913634273763333
doc_372	1575913627026329601
doc_373	1575913623515545601
